frame |NNN|EEEEE S|TNE TTTT VV|TNE TTTT VV|TNE TTTT VV|
00439 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00440 |...|..... .|... .... ..|... .... ..|... -03B ..|
00441 |...|..... .|... .... ..|... .... ..|... -040 ..|
00442 |...|..... .|... .... -1|... .... ..|... +07B ..|
00443 |...|..... .|... .... ..|... .... ..|... -03B -1|
00444 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00445 |...|..... .|... +017 +4|... .... ..|.N. +07B +3|
00446 |...|..... .|... .... ..|... .... ..|.n. -03B ..|
00447 |...|..... .|... .... -1|... .... ..|... -040 -1|
00448 |...|..... .|... .... ..|... .... ..|... +07B ..|
00449 |...|..... .|... .... ..|... .... ..|... -03B ..|
-------------------------------------------------------
00450 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00451 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00452 |...|..... .|... .... ..|... .... ..|... -03B ..|
00453 |...|..... .|... .... ..|... .... ..|... -040 ..|
00454 |...|..... .|... .... -1|... .... ..|... +07B ..|
00455 |...|..... .|... .... ..|... .... ..|... -03B -1|
00456 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00457 |-01|..... .|... -00B +9|tNe .... +8|.N. -03F +5|
00458 |...|..... .|... .... ..|TnE .... -8|.n. -01D ..|
00459 |...|..... .|... .... -1|... .... ..|... -021 -1|
00460 |...|..... .|... .... -1|... .... ..|... +03E ..|
00461 |...|..... .|... .... ..|... .... ..|... -01D ..|
00462 |...|..... .|... -001 -1|... .... ..|... -021 ..|
00463 |...|..... .|... +001 ..|... .... ..|... +03E -1|
00464 |...|..... .|... .... ..|... .... ..|... -01D ..|
00465 |...|..... .|... .... -1|... .... ..|... -021 -1|
00466 |...|..... .|... .... -1|... .... ..|... +03E ..|
00467 |...|..... .|... .... ..|... .... ..|... -01D ..|
00468 |...|..... .|... -001 -1|... .... ..|... -021 ..|
00469 |...|..... .|... +00D +1|... .... ..|.N. +0F8 +1|
00470 |...|..... .|... .... ..|... .... ..|.n. -03B ..|
00471 |...|..... .|... .... -1|... .... ..|... -040 -1|
00472 |...|..... .|... .... ..|... .... ..|... +07B ..|
00473 |...|..... .|... .... ..|... .... ..|... -03B ..|
00474 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00475 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00476 |...|..... .|... .... ..|... .... ..|... -03B ..|
00477 |...|..... .|... .... ..|... .... ..|... -040 ..|
00478 |...|..... .|... .... -1|... .... ..|... +07B ..|
00479 |...|..... .|... .... ..|... .... ..|... -03B -1|
00480 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00481 |-01|..... .|... +014 +9|tNe .... +8|.N. +07B +5|
00482 |...|..... .|... -007 ..|TnE .... -8|.n. -03B ..|
00483 |...|..... .|... -006 -1|... .... ..|... -040 -1|
00484 |...|..... .|... .... -1|... .... ..|... +07B ..|
00485 |...|..... .|... .... ..|... .... ..|... -03B ..|
00486 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00487 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00488 |...|..... .|... .... ..|... .... ..|... -03B ..|
00489 |...|..... .|... .... -1|... .... ..|... -040 -1|
00490 |...|..... .|... .... -1|... .... ..|... +07B ..|
00491 |...|..... .|... .... ..|... .... ..|... -03B ..|
00492 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00493 |...|..... .|... -011 +1|... .... ..|.N. +07B +1|
00494 |...|..... .|... .... ..|... .... ..|.n. -03B ..|
00495 |...|..... .|... .... -1|... .... ..|... -040 -1|
00496 |...|..... .|... .... ..|... .... ..|... +07B ..|
00497 |...|..... .|... .... ..|... .... ..|... -03B ..|
00498 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00499 |...|..... .|... +001 ..|... .... ..|... +07B -1|
-------------------------------------------------------
00500 |...|..... .|... .... ..|... .... ..|... -03B ..|
00501 |...|..... .|... .... ..|... .... ..|... -040 ..|
00502 |...|..... .|... .... -1|... .... ..|... +07B ..|
00503 |...|..... .|... .... ..|... .... ..|... -03B -1|
00504 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00505 |-01|..... .|... +020 +4|tNe .... +8|.N. -03F +3|
00506 |...|..... .|... -007 ..|TnE .... -8|.n. -01D ..|
00507 |...|..... .|... -006 -1|... .... ..|... -021 -1|
00508 |...|..... .|... .... ..|... .... ..|... +03E ..|
00509 |...|..... .|... .... ..|... .... ..|... -01D ..|
00510 |...|..... .|... -001 -1|... .... ..|... -021 ..|
00511 |...|..... .|... +001 ..|... .... ..|... +03E -1|
00512 |...|..... .|... .... ..|... .... ..|... -01D ..|
00513 |...|..... .|... .... ..|... .... ..|... -021 ..|
00514 |...|..... .|... .... -1|... .... ..|... +03E ..|
00515 |...|..... .|... .... ..|... .... ..|... -01D -1|
00516 |...|..... .|... -001 -1|... .... ..|... -021 ..|
00517 |...|..... .|... -03A +9|tNe -A30 +8|.N. +0F8 +5|
00518 |...|..... .|... +035 ..|TnE .... -8|.n. -03B ..|
00519 |...|..... .|... .... -1|... .... ..|... -040 -1|
00520 |...|..... .|... .... -1|... .... ..|... +07B ..|
00521 |...|..... .|... .... ..|... .... ..|... -03B ..|
00522 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00523 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00524 |...|..... .|... .... ..|... .... ..|... -03B ..|
00525 |...|..... .|... .... -1|... .... ..|... -040 -1|
00526 |...|..... .|... .... -1|... .... ..|... +07B ..|
00527 |...|..... .|... .... ..|... .... ..|... -03B ..|
00528 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00529 |-01|..... .|... -031 +1|tNe +A30 +8|.N. +07B +1|
00530 |...|..... .|... +038 ..|TnE .... -8|.n. -03B ..|
00531 |...|..... .|... .... -1|... .... ..|... -040 -1|
00532 |...|..... .|... .... ..|... .... ..|... +07B ..|
00533 |...|..... .|... .... ..|... .... ..|... -03B ..|
00534 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00535 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00536 |...|..... .|... .... ..|... .... ..|... -03B ..|
00537 |...|..... .|... .... ..|... .... ..|... -040 ..|
00538 |...|..... .|... .... -1|... .... ..|... +07B ..|
00539 |...|..... .|... .... ..|... .... ..|... -03B -1|
00540 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00541 |...|..... .|... -03A +4|... .... ..|.N. +07B +3|
00542 |...|..... .|... +035 ..|... .... ..|.n. -03B ..|
00543 |...|..... .|... .... -1|... .... ..|... -040 -1|
00544 |...|..... .|... .... ..|... .... ..|... +07B ..|
00545 |...|..... .|... .... ..|... .... ..|... -03B ..|
00546 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00547 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00548 |...|..... .|... .... ..|... .... ..|... -03B ..|
00549 |...|..... .|... .... ..|... .... ..|... -040 ..|
-------------------------------------------------------
00550 |...|..... .|... .... -1|... .... ..|... +07B ..|
00551 |...|..... .|... .... ..|... .... ..|... -03B -1|
00552 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00553 |-01|..... .|... +024 +A|tNe .... +8|.N. -03F +5|
00554 |...|..... .|... -008 ..|TnE .... -8|.n. -01D ..|
00555 |...|..... .|... -008 -1|... .... ..|... -021 -1|
00556 |...|..... .|... .... -1|... .... ..|... +03E ..|
00557 |...|..... .|... .... ..|... .... ..|... -01D ..|
00558 |...|..... .|... -001 -1|... .... ..|... -021 ..|
00559 |...|..... .|... +001 ..|... .... ..|... +03E -1|
00560 |...|..... .|... .... ..|... .... ..|... -01D ..|
00561 |...|..... .|... .... -1|... .... ..|... -021 -1|
00562 |...|..... .|... .... -1|... .... ..|... +03E ..|
00563 |...|..... .|... .... ..|... .... ..|... -01D ..|
00564 |...|..... .|... -001 -1|... .... ..|... -021 ..|
00565 |...|..... .|... -006 +1|... .... ..|.N. +0F8 +1|
00566 |...|..... .|... -006 ..|... .... ..|.n. -03B ..|
00567 |...|..... .|... -006 -1|... .... ..|... -040 -1|
00568 |...|..... .|... .... ..|... .... ..|... +07B ..|
00569 |...|..... .|... .... ..|... .... ..|... -03B ..|
00570 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00571 |...|..... .|... +001 ..|... .... ..|... +07B -1|
00572 |...|..... .|... .... ..|... .... ..|... -03B ..|
00573 |...|..... .|... .... -1|... .... ..|... -040 ..|
00574 |...|..... .|... .... ..|... .... ..|... +07B ..|
00575 |...|..... .|... .... ..|... .... ..|... -03B -1|
00576 |...|..... .|... -001 -1|... .... ..|... -040 ..|
00577 |-01|-000A E|... -00B +9|tNe -145 +A|.N. +053 +6|
00578 |...|..... .|... -005 ..|TnE .... -A|.n. -045 ..|
00579 |...|..... .|... -005 -1|... .... ..|... -02A -1|
00580 |...|..... .|... .... -1|... .... ..|... +06F ..|
00581 |...|..... .|... .... ..|... .... ..|... -045 ..|
00582 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00583 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00584 |...|..... .|... .... ..|... .... ..|... -045 ..|
00585 |...|..... .|... .... -1|... .... ..|... -02A -1|
00586 |...|..... .|... .... -1|... .... ..|... +06F ..|
00587 |...|..... .|... .... ..|... .... ..|... -045 -1|
00588 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00589 |...|..... .|... +017 +1|... .... ..|.N. +06F +2|
00590 |...|..... .|... .... ..|... .... ..|.n. -045 ..|
00591 |...|..... .|... .... -1|... .... ..|... -02A -1|
00592 |...|..... .|... .... ..|... .... ..|... +06F ..|
00593 |...|..... .|... .... ..|... .... ..|... -045 ..|
00594 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00595 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00596 |...|..... .|... .... ..|... .... ..|... -045 ..|
00597 |...|..... .|... .... -1|... .... ..|... -02A ..|
00598 |...|..... .|... .... ..|... .... ..|... +06F ..|
00599 |...|..... .|... .... ..|... .... ..|... -045 -1|
-------------------------------------------------------
00600 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00601 |-01|..... .|... -00B +4|tNe .... +A|.N. -037 +3|
00602 |...|..... .|... -005 ..|TnE .... -A|.n. -022 ..|
00603 |...|..... .|... -005 -1|... .... ..|... -015 -1|
00604 |...|..... .|... .... ..|... .... ..|... +037 ..|
00605 |...|..... .|... .... ..|... .... ..|... -022 ..|
00606 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00607 |...|..... .|... +001 ..|... .... ..|... +037 -1|
00608 |...|..... .|... .... ..|... .... ..|... -022 ..|
00609 |...|..... .|... .... -1|... .... ..|... -015 ..|
00610 |...|..... .|... .... ..|... .... ..|... +037 ..|
00611 |...|..... .|... .... ..|... .... ..|... -022 -1|
00612 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00613 |...|..... .|... +017 +9|tNe -9B9 +A|.N. +0DD +5|
00614 |...|..... .|... .... ..|TnE .... -A|.n. -045 ..|
00615 |...|..... .|... .... -1|... .... ..|... -02A -1|
00616 |...|..... .|... .... -1|... .... ..|... +06F ..|
00617 |...|..... .|... .... ..|... .... ..|... -045 ..|
00618 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00619 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00620 |...|..... .|... .... ..|... .... ..|... -045 ..|
00621 |...|..... .|... .... -1|... .... ..|... -02A -1|
00622 |...|..... .|... .... -1|... .... ..|... +06F ..|
00623 |...|..... .|... .... ..|... .... ..|... -045 -1|
00624 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00625 |-01|..... .|... -015 +1|tNe +9B9 +A|.N. +06F +2|
00626 |...|..... .|... .... ..|TnE .... -A|.n. -045 ..|
00627 |...|..... .|... .... -1|... .... ..|... -02A -1|
00628 |...|..... .|... .... ..|... .... ..|... +06F ..|
00629 |...|..... .|... .... ..|... .... ..|... -045 ..|
00630 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00631 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00632 |...|..... .|... .... ..|... .... ..|... -045 ..|
00633 |...|..... .|... .... -1|... .... ..|... -02A ..|
00634 |...|..... .|... .... ..|... .... ..|... +06F ..|
00635 |...|..... .|... .... ..|... .... ..|... -045 -1|
00636 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00637 |...|..... .|... +017 +4|... .... ..|.N. +06F +3|
00638 |...|..... .|... .... ..|... .... ..|.n. -045 ..|
00639 |...|..... .|... .... -1|... .... ..|... -02A -1|
00640 |...|..... .|... .... ..|... .... ..|... +06F ..|
00641 |...|..... .|... .... ..|... .... ..|... -045 ..|
00642 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00643 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00644 |...|..... .|... .... ..|... .... ..|... -045 ..|
00645 |...|..... .|... .... -1|... .... ..|... -02A ..|
00646 |...|..... .|... .... ..|... .... ..|... +06F ..|
00647 |...|..... .|... .... ..|... .... ..|... -045 -1|
00648 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00649 |-01|..... .|... -00B +9|tNe .... +A|.N. -037 +5|
-------------------------------------------------------
00650 |...|..... .|... .... ..|TnE .... -A|.n. -022 ..|
00651 |...|..... .|... .... -1|... .... ..|... -015 -1|
00652 |...|..... .|... .... -1|... .... ..|... +037 ..|
00653 |...|..... .|... .... ..|... .... ..|... -022 ..|
00654 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00655 |...|..... .|... +001 ..|... .... ..|... +037 -1|
00656 |...|..... .|... .... ..|... .... ..|... -022 ..|
00657 |...|..... .|... .... -1|... .... ..|... -015 -1|
00658 |...|..... .|... .... -1|... .... ..|... +037 ..|
00659 |...|..... .|... .... ..|... .... ..|... -022 -1|
00660 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00661 |...|..... .|... +00D +1|... .... ..|.N. +0DD +2|
00662 |...|..... .|... .... ..|... .... ..|.n. -045 ..|
00663 |...|..... .|... .... -1|... .... ..|... -02A -1|
00664 |...|..... .|... .... ..|... .... ..|... +06F ..|
00665 |...|..... .|... .... ..|... .... ..|... -045 ..|
00666 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00667 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00668 |...|..... .|... .... ..|... .... ..|... -045 ..|
00669 |...|..... .|... .... -1|... .... ..|... -02A ..|
00670 |...|..... .|... .... ..|... .... ..|... +06F ..|
00671 |...|..... .|... .... ..|... .... ..|... -045 -1|
00672 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00673 |-01|..... .|... +007 +9|tNe .... +A|.N. +06F +5|
00674 |...|..... .|... .... ..|TnE .... -A|.n. -045 ..|
00675 |...|..... .|... .... -1|... .... ..|... -02A -1|
00676 |...|..... .|... .... -1|... .... ..|... +06F ..|
00677 |...|..... .|... .... ..|... .... ..|... -045 ..|
00678 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00679 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00680 |...|..... .|... .... ..|... .... ..|... -045 ..|
00681 |...|..... .|... .... -1|... .... ..|... -02A -1|
00682 |...|..... .|... .... -1|... .... ..|... +06F ..|
00683 |...|..... .|... .... ..|... .... ..|... -045 -1|
00684 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00685 |...|..... .|... -011 +1|... .... ..|.N. +06F +2|
00686 |...|..... .|... .... ..|... .... ..|.n. -045 ..|
00687 |...|..... .|... .... -1|... .... ..|... -02A -1|
00688 |...|..... .|... .... ..|... .... ..|... +06F ..|
00689 |...|..... .|... .... ..|... .... ..|... -045 ..|
00690 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00691 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00692 |...|..... .|... .... ..|... .... ..|... -045 ..|
00693 |...|..... .|... .... -1|... .... ..|... -02A ..|
00694 |...|..... .|... .... ..|... .... ..|... +06F ..|
00695 |...|..... .|... .... ..|... .... ..|... -045 -1|
00696 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00697 |-01|..... .|... +013 +4|tNe .... +A|.N. -037 +3|
00698 |...|..... .|... .... ..|TnE .... -A|.n. -022 ..|
00699 |...|..... .|... .... -1|... .... ..|... -015 -1|
-------------------------------------------------------
00700 |...|..... .|... .... ..|... .... ..|... +037 ..|
00701 |...|..... .|... .... ..|... .... ..|... -022 ..|
00702 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00703 |...|..... .|... +001 ..|... .... ..|... +037 -1|
00704 |...|..... .|... .... ..|... .... ..|... -022 ..|
00705 |...|..... .|... .... -1|... .... ..|... -015 ..|
00706 |...|..... .|... .... ..|... .... ..|... +037 ..|
00707 |...|..... .|... .... ..|... .... ..|... -022 -1|
00708 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00709 |...|..... .|... -005 +9|tNe -913 +A|.N. +0DD +5|
00710 |...|..... .|... .... ..|TnE .... -A|.n. -045 ..|
00711 |...|..... .|... .... -1|... .... ..|... -02A -1|
00712 |...|..... .|... .... -1|... .... ..|... +06F ..|
00713 |...|..... .|... .... ..|... .... ..|... -045 ..|
00714 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00715 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00716 |...|..... .|... .... ..|... .... ..|... -045 ..|
00717 |...|..... .|... .... -1|... .... ..|... -02A -1|
00718 |...|..... .|... .... -1|... .... ..|... +06F ..|
00719 |...|..... .|... .... ..|... .... ..|... -045 -1|
00720 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00721 |-01|..... .|... +007 +1|tNe +913 +A|.N. +06F +2|
00722 |...|..... .|... .... ..|TnE .... -A|.n. -045 ..|
00723 |...|..... .|... .... -1|... .... ..|... -02A -1|
00724 |...|..... .|... .... ..|... .... ..|... +06F ..|
00725 |...|..... .|... .... ..|... .... ..|... -045 ..|
00726 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00727 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00728 |...|..... .|... .... ..|... .... ..|... -045 ..|
00729 |...|..... .|... .... -1|... .... ..|... -02A ..|
00730 |...|..... .|... .... ..|.Ne .... +0|... +06F ..|
00731 |...|..... .|... .... ..|... .... ..|... -045 -1|
00732 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00733 |...|..... .|... -005 +4|... -813 +F|.N. +06F +3|
00734 |...|..... .|... .... ..|.n. .... ..|.n. -045 ..|
00735 |...|..... .|... .... -1|... .... -2|... -02A -1|
00736 |...|..... .|... .... ..|t.E .... -D|... +06F ..|
00737 |...|..... .|... .... ..|... .... ..|... -045 ..|
00738 |...|..... .|... -001 -1|... .... ..|... -02A ..|
00739 |...|..... .|... +001 ..|... .... ..|... +06F -1|
00740 |...|+0009 .|... .... ..|... .... ..|... -045 ..|
00741 |...|+0009 .|... .... -1|... .... ..|... -02A ..|
00742 |...|+0009 .|... .... ..|... .... ..|... +06F ..|
00743 |...|+0009 .|... .... ..|... .... ..|... -045 -1|
00744 |...|+0009 .|... -001 -1|... .... ..|... -02A ..|
00745 |-01|-0057 E|... +024 +9|TNe .... +F|.N. -037 +5|
00746 |...|..... .|... -008 ..|.n. .... ..|.n. -022 ..|
00747 |...|..... .|... -008 -1|... .... -2|... -015 -1|
00748 |...|..... .|... .... -1|t.E .... -D|... +037 ..|
00749 |...|..... .|... .... ..|... .... ..|... -022 ..|
-------------------------------------------------------
00750 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00751 |...|..... .|... +001 ..|... .... ..|... +037 -1|
00752 |...|..... .|... .... ..|... .... ..|... -022 ..|
00753 |...|..... .|... .... -1|... .... ..|... -015 -1|
00754 |...|..... .|... .... -1|... .... ..|... +037 ..|
00755 |...|..... .|... .... ..|... .... ..|... -022 -1|
00756 |...|..... .|... -001 -1|... .... ..|... -015 ..|
00757 |...|..... .|... -012 +1|... .... ..|... +037 ..|
00758 |...|+0003 .|... .... ..|... .... ..|... -022 ..|
00759 |...|+0003 .|... .... -1|... .... ..|... -015 -1|
00760 |...|+0003 .|... .... ..|... .... ..|... +037 ..|
00761 |...|+0003 .|... .... ..|... .... ..|... -022 -1|
00762 |...|+0003 .|... -001 -1|... .... ..|... -015 ..|
00763 |...|+0003 .|... +001 ..|... .... ..|... +037 -1|
00764 |...|+0003 .|... .... ..|... .... ..|... -022 ..|
00765 |...|+0003 .|... .... -1|... .... ..|... -015 ..|
00766 |...|+0003 .|... .... ..|... .... ..|... +037 ..|
00767 |...|+0003 .|... .... ..|... .... ..|... -022 -1|
00768 |...|+0003 .|... -001 -1|... .... ..|... -015 ..|
00769 |+07|-000C E|.N. -015 +9|TNe +0AD +F|.N. +08A +9|
00770 |...|..... .|.n. -037 ..|.n. .... ..|.n. -028 ..|
00771 |...|..... .|... +037 -1|... .... -2|... -02B -1|
00772 |-08|..... .|... .... ..|t.E .... -D|... +053 ..|
00773 |...|..... .|... .... -1|... .... ..|... -028 -1|
00774 |...|..... .|... .... ..|... .... ..|... -02B ..|
00775 |...|..... .|.N. +0A6 -1|... .... ..|... +053 ..|
00776 |...|..... .|.n. .... ..|... .... ..|... -028 ..|
00777 |...|..... .|... .... -1|... .... ..|... -02B -1|
00778 |...|..... .|... .... ..|... .... ..|... +053 ..|
00779 |...|..... .|... .... -1|... .... ..|... -028 -1|
00780 |...|..... .|... .... ..|... .... ..|... -02B ..|
00781 |...|..... C|.N. .... +5|.Ne +6CC +C|.N. +053 +1|
00782 |...|..... .|.n. .... ..|TnE .... -C|.n. -028 ..|
00783 |...|..... .|... .... -1|... .... ..|... -02B -1|
00784 |...|..... .|... .... ..|... .... ..|... +053 ..|
00785 |...|..... .|... .... -1|... .... ..|... -028 ..|
00786 |...|..... .|... .... ..|... .... ..|... -02B ..|
